Rank,Title,Year,Duration,Genre1,Genre2,Genre3,Rating,Votes,Director,Actor1,Actor2,Actor3,Actor4
96,Ravenous,1999,101,Adventure, Horror, Western,6.9,41330,Antonia Bird,Guy Pearce,Robert Carlyle,David Arquette,Jeremy Davies
97,Any Given Sunday,1999,162,Drama, Sport,,6.9,122400,Oliver Stone,Al Pacino,Dennis Quaid,Cameron Diaz,James Woods
98,Stir of Echoes,1999,99,Horror, Mystery, Thriller,6.9,83683,David Koepp,Kevin Bacon,Zachary David Cope,Kathryn Erbe,Illeana Douglas
99,The Limey,1999,89,Crime, Drama, Mystery,6.9,33556,Steven Soderbergh,Terence Stamp,Peter Fonda,Lesley Ann Warren,Luis Guzmán
100,East Is East,1999,96,Comedy, Drama,,6.9,19607,Damien O'Donnell,Om Puri,Linda Bassett,Jordan Routledge,Archie Panjabi
101,Tea with Mussolini,1999,117,Comedy, Drama, War,6.9,13766,Franco Zeffirelli,Maggie Smith,Judi Dench,Joan Plowright,Cher
102,Jesus' Son,1999,107,Drama,,,6.9,7324,Alison Maclean,Billy Crudup,Robert Michael Kelly,Torben Brooks,Dierdre Lewis
103,In Bed with Santa,1999,95,Comedy,,,6.9,7964,Kjell Sundvall,Katarina Ewerlöf,Peter Haber,Jessica Zandén,Leif Andrée
104,Cruel Intentions,1999,97,Drama, Romance,,6.8,196425,Roger Kumble,Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon,Selma Blair
105,Life,1999,108,Comedy, Crime, Drama,6.8,52561,Ted Demme,Eddie Murphy,Martin Lawrence,Obba Babatundé,Nick Cassavetes
106,eXistenZ,1999,97,Horror, Mystery, Sci-Fi,6.8,102941,David Cronenberg,Jude Law,Jennifer Jason Leigh,Ian Holm,Willem Dafoe
107,Detroit Rock City,1999,95,Adventure, Comedy, Music,6.8,40186,Adam Rifkin,Edward Furlong,Giuseppe Andrews,James DeBello,Sam Huntington
108,The Thomas Crown Affair,1999,113,Crime, Romance, Thriller,6.8,96117,John McTiernan,Pierce Brosnan,Rene Russo,Denis Leary,Ben Gazzara
109,Bringing Out the Dead,1999,121,Drama, Thriller,,6.8,72183,Martin Scorsese,Nicolas Cage,Patricia Arquette,John Goodman,Ving Rhames
110,Taboo,1999,100,Drama, History, Thriller,6.8,7838,Nagisa Ôshima,Takeshi Kitano,Ryûhei Matsuda,Shinji Takeda,Tadanobu Asano
111,An Ideal Husband,1999,97,Comedy, Romance,,6.8,16200,Oliver Parker,Rupert Everett,Julianne Moore,Peter Vaughan,Minnie Driver
112,Bleeder,1999,98,Crime, Drama,,6.8,8582,Nicolas Winding Refn,Kim Bodnia,Mads Mikkelsen,Rikke Louise Andersson,Liv Corfixen
113,Music of the Heart,1999,124,Drama, Music,,6.8,12953,Wes Craven,Meryl Streep,Cloris Leachman,Henry Dinhofer,Michael Angarano
114,Mumford,1999,112,Comedy, Drama,,6.8,9345,Lawrence Kasdan,Loren Dean,Hope Davis,Jason Lee,Alfre Woodard
115,Baadshah,1999,175,Action, Comedy, Crime,6.8,19132,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Shah Rukh Khan,Twinkle Khanna,Amrish Puri
116,Onegin,1999,106,Drama, Romance,,6.8,8084,Martha Fiennes,Ralph Fiennes,Liv Tyler,Toby Stephens,Lena Headey
117,Cookie's Fortune,1999,118,Comedy, Drama,,6.8,13511,Robert Altman,Glenn Close,Julianne Moore,Liv Tyler,Chris O'Donnell
118,Cradle Will Rock,1999,132,Drama,,,6.8,9366,Tim Robbins,Hank Azaria,Rubén Blades,Joan Cusack,John Cusack
119,Sun Alley,1999,101,Comedy, Drama, Romance,6.8,7070,Leander Haußmann,Alexander Scheer,Alexander Beyer,Robert Stadlober,Teresa Weißbach
120,But I'm a Cheerleader,1999,85,Comedy, Drama, Romance,6.7,35478,Jamie Babbit,Natasha Lyonne,Clea DuVall,Michelle Williams,Brandt Wille
121,The Ninth Gate,1999,133,Mystery, Thriller,,6.7,187643,Roman Polanski,Johnny Depp,Frank Langella,Lena Olin,Emmanuelle Seigner
122,The Bone Collector,1999,118,Crime, Drama, Mystery,6.7,175360,Phillip Noyce,Denzel Washington,Angelina Jolie,Queen Latifah,Michael Rooker
123,Blast from the Past,1999,112,Comedy, Drama, Romance,6.7,68445,Hugh Wilson,Brendan Fraser,Alicia Silverstone,Christopher Walken,Sissy Spacek
124,Summer of Sam,1999,142,Crime, Drama, Romance,6.7,39768,Spike Lee,John Leguizamo,Adrien Brody,Mira Sorvino,Jennifer Esposito
125,Analyze This,1999,103,Comedy, Crime,,6.7,157222,Harold Ramis,Robert De Niro,Billy Crystal,Lisa Kudrow,Chazz Palminteri
126,The Best Man,1999,120,Comedy, Drama, Romance,6.7,11323,Malcolm D. Lee,Taye Diggs,Nia Long,Morris Chestnut,Harold Perrineau
127,Anna and the King,1999,148,Drama, History, Romance,6.7,37983,Andy Tennant,Jodie Foster,Chow Yun-Fat,Bai Ling,Tom Felton
128,"Mystery, Alaska",1999,119,Comedy, Drama, Sport,6.7,27602,Jay Roach,Russell Crowe,Burt Reynolds,Hank Azaria,Mary McCormack
129,Ride with the Devil,1999,138,Drama, Romance, War,6.7,14091,Ang Lee,Tobey Maguire,Skeet Ulrich,Jewel,Jeremy W. Auman
130,Julien Donkey-Boy,1999,94,Comedy, Drama,,6.7,7500,Harmony Korine,Ewen Bremner,Brian Fisk,Chloë Sevigny,Werner Herzog
131,Snow Falling on Cedars,1999,127,Drama, Mystery, Romance,6.7,14324,Scott Hicks,Ethan Hawke,Max von Sydow,Yûki Kudô,Reeve Carney
132,Sangharsh,1999,127,Action, Crime, Drama,6.7,5635,Tanuja Chandra,Preity G Zinta,Akshay Kumar,Ashutosh Rana,Vishwajeet Pradhan
133,Dead or Alive,1999,105,Action, Crime, Drama,6.7,8355,Takashi Miike,Shô Aikawa,Riki Takeuchi,Renji Ishibashi,Hitoshi Ozawa
134,Austin Powers: The Spy Who Shagged Me,1999,95,Action, Adventure, Comedy,6.6,239099,Jay Roach,Mike Myers,Heather Graham,Michael York,Robert Wagner
135,The 13th Warrior,1999,102,Action, Adventure, History,6.6,127537,John McTiernan,Michael Crichton,Antonio Banderas,Diane Venora,Dennis Storhøi
136,Drop Dead Gorgeous,1999,97,Comedy, Romance, Thriller,6.6,38461,Michael Patrick Jann,Kirsten Dunst,Denise Richards,Ellen Barkin,Allison Janney
137,8MM,1999,123,Crime, Drama, Mystery,6.6,136277,Joel Schumacher,Nicolas Cage,Joaquin Phoenix,James Gandolfini,Peter Stormare
138,For Love of the Game,1999,137,Drama, Romance, Sport,6.6,36062,Sam Raimi,Kevin Costner,Kelly Preston,John C. Reilly,Jena Malone
139,True Crime,1999,127,Crime, Drama, Mystery,6.6,37137,Clint Eastwood,Clint Eastwood,Isaiah Washington,LisaGay Hamilton,James Woods
140,A Walk on the Moon,1999,107,Drama, Romance,,6.6,8915,Tony Goldwyn,Diane Lane,Viggo Mortensen,Bobby Boriello,Anna Paquin
141,The Big Kahuna,1999,90,Drama, Comedy,,6.6,14735,John Swanbeck,Kevin Spacey,Danny DeVito,Peter Facinelli,Paul Dawson
142,Taal,1999,179,Drama, Musical, Romance,6.6,5665,Subhash Ghai,Akshaye Khanna,Anil Kapoor,Aishwarya Rai Bachchan,Alok Nath
143,Star Wars: Episode I - The Phantom Menace,1999,136,Action, Adventure, Fantasy,6.5,819555,George Lucas,Ewan McGregor,Liam Neeson,Natalie Portman,Jake Lloyd
144,The Blair Witch Project,1999,81,Horror, Mystery,,6.5,268829,Daniel Myrick,Eduardo Sánchez,Heather Donahue,Michael C. Williams,Joshua Leonard
145,Double Jeopardy,1999,105,Crime, Drama, Mystery,6.5,90024,Bruce Beresford,Ashley Judd,Tommy Lee Jones,Bruce Greenwood,Benjamin Weir
146,Varsity Blues,1999,106,Comedy, Drama, Romance,6.5,47265,Brian Robbins,James Van Der Beek,Jon Voight,Paul Walker,Ron Lester
147,Bowfinger,1999,97,Comedy,,,6.5,71968,Frank Oz,Steve Martin,Eddie Murphy,Heather Graham,Christine Baranski
148,Instinct,1999,126,Drama, Thriller,,6.5,33690,Jon Turteltaub,Anthony Hopkins,Cuba Gooding Jr.,Donald Sutherland,Maura Tierney
149,Jakob the Liar,1999,120,Drama, War,,6.5,17597,Peter Kassovitz,Robin Williams,Hannah Taylor Gordon,Éva Igó,István Bálint
150,Shiri,1999,125,Action, Thriller,,6.5,8365,Je-kyu Kang,Han Suk-kyu,Choi Min-sik,Yunjin Kim,Song Kang-ho
151,Big Daddy,1999,93,Comedy, Drama,,6.4,223902,Dennis Dugan,Adam Sandler,Joey Lauren Adams,Jon Stewart,Cole Sprouse
152,The World Is Not Enough,1999,128,Action, Adventure, Thriller,6.4,204268,Michael Apted,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards
153,The Messenger: The Story of Joan of Arc,1999,148,Adventure, Biography, Drama,6.4,67925,Luc Besson,Milla Jovovich,John Malkovich,Rab Affleck,Stéphane Algoud
154,A Midsummer Night's Dream,1999,116,Comedy, Fantasy, Romance,6.4,26135,Michael Hoffman,Kevin Kline,Michelle Pfeiffer,Rupert Everett,Stanley Tucci
155,The General's Daughter,1999,116,Crime, Drama, Mystery,6.4,61309,Simon West,John Travolta,Madeleine Stowe,James Cromwell,Timothy Hutton
156,Brokedown Palace,1999,100,Drama, Mystery, Thriller,6.4,23332,Jonathan Kaplan,Claire Danes,Kate Beckinsale,Bill Pullman,Jacqueline Kim
157,The Other Sister,1999,129,Comedy, Drama, Romance,6.4,12730,Garry Marshall,Juliette Lewis,Diane Keaton,Giovanni Ribisi,Tom Skerritt
158,Flawless,1999,112,Crime, Drama,,6.4,19213,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Barry Miller,Chris Bauer
159,Rogue Trader,1999,101,Crime, Drama, History,6.4,10368,James Dearden,Ewan McGregor,Anna Friel,Cristian Solimeno,Lorna Pegler
160,Outside Providence,1999,96,Comedy, Drama, Romance,6.4,9086,Michael Corrente,Shawn Hatosy,Amy Smart,Alec Baldwin,Tommy Bone
161,The Deep End of the Ocean,1999,106,Drama,,,6.3,16472,Ulu Grosbard,Michelle Pfeiffer,Treat Williams,Whoopi Goldberg,Jonathan Jackson
162,Entrapment,1999,113,Action, Crime, Romance,6.3,119524,Jon Amiel,Sean Connery,Catherine Zeta-Jones,Ving Rhames,Will Patton
163,Blue Streak,1999,93,Action, Comedy, Crime,6.3,85488,Les Mayfield,Martin Lawrence,Luke Wilson,Peter Greene,Dave Chappelle
164,Plunkett & Macleane,1999,99,Action, Adventure, Comedy,6.3,10197,Jake Scott,Robert Carlyle,Jonny Lee Miller,Iain Robertson,Ken Stott
165,The Mating Habits of the Earthbound Human,1999,88,Comedy, Sci-Fi,,6.3,6371,Jeff Abugov,David Hyde Pierce,Mackenzie Astin,Carmen Electra,Markus Redmond
166,"Happy, Texas",1999,98,Comedy, Crime, Romance,6.3,10103,Mark Illsley,Jeremy Northam,Steve Zahn,William H. Macy,Ally Walker
167,Hum Saath-Saath Hain,1999,177,Drama, Musical,,6.3,9045,Sooraj R. Barjatya,Mohnish Behl,Salman Khan,Saif Ali Khan,Tabu
168,Idle Hands,1999,92,Comedy, Fantasy, Horror,6.2,44747,Rodman Flender,Devon Sawa,Seth Green,Elden Henson,Jessica Alba
169,Stigmata,1999,103,Horror,,,6.2,70033,Rupert Wainwright,Patricia Arquette,Gabriel Byrne,Jonathan Pryce,Nia Long
170,Dick,1999,94,Comedy,,,6.2,20751,Andrew Fleming,Kirsten Dunst,Michelle Williams,Dan Hedaya,Will Ferrell
171,Message in a Bottle,1999,126,Drama, Romance,,6.2,39316,Luis Mandoki,Kevin Costner,Robin Wright,Paul Newman,John Savage
172,Anywhere But Here,1999,114,Comedy, Drama,,6.2,18250,Wayne Wang,Susan Sarandon,Natalie Portman,Hart Bochner,Eileen Ryan
173,Muppets from Space,1999,87,Adventure, Comedy, Family,6.2,20032,Tim Hill,Dave Goelz,Steve Whitmire,Bill Barretta,Jerry Nelson
174,In Too Deep,1999,95,Crime, Drama, Thriller,6.2,6822,Michael Rymer,Lloyd Adams,Philip Akin,Anna Carolina Arias,Karina Arroyave
175,Crazy in Alabama,1999,111,Comedy, Crime, Drama,6.2,7162,Antonio Banderas,Melanie Griffith,David Morse,Lucas Black,Cathy Moriarty
176,Mystery Men,1999,121,Action, Comedy, Fantasy,6.1,68541,Kinka Usher,Ben Stiller,Janeane Garofalo,William H. Macy,Hank Azaria
177,Better Than Chocolate,1999,101,Comedy, Drama, Romance,6.1,8544,Anne Wheeler,Wendy Crewson,Karyn Dwyer,Christina Cox,Ann-Marie MacDonald
178,Resurrection,1999,108,Crime, Drama, Horror,6.1,10522,Russell Mulcahy,Christopher Lambert,Mike Anscombe,Jeff J.J. Authors,Patrick Chilvers
179,Edtv,1999,122,Comedy, Drama,,6.1,44113,Ron Howard,Matthew McConaughey,Jenna Elfman,Geoffrey Blake,Gail Boggs
180,Three to Tango,1999,98,Comedy, Romance,,6.1,19480,Damon Santostefano,Neve Campbell,Matthew Perry,Dylan McDermott,Oliver Platt
181,Guest House Paradiso,1999,89,Comedy, Thriller,,6.1,10237,Adrian Edmondson,Rik Mayall,Adrian Edmondson,Bill Nighy,Kate Ashfield
182,Terror Firmer,1999,124,Comedy, Horror,,6.1,5489,Lloyd Kaufman,Will Keenan,Alyce LaTourelle,Lloyd Kaufman,Trent Haaga
183,The Minus Man,1999,111,Crime, Drama, Mystery,6.1,6835,Hampton Fancher,Owen Wilson,Sheryl Crow,Dwight Yoakam,Dennis Haysbert
184,Best Laid Plans,1999,92,Crime, Drama, Thriller,6.1,8090,Mike Barker,Alessandro Nivola,Reese Witherspoon,Josh Brolin,Gene Wolande
185,Mann - Soul's Heart,1999,160,Drama, Romance,,6.1,5651,Indra Kumar,Aamir Khan,Manisha Koirala,Sharmila Tagore,Deepti Bhatnagar
186,Never Been Kissed,1999,107,Comedy, Drama, Romance,6.0,93785,Raja Gosnell,Drew Barrymore,David Arquette,Michael Vartan,Molly Shannon
187,Stuart Little,1999,84,Adventure, Comedy, Family,6.0,140450,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,Jonathan Lipnicki
188,Gorgeous,1999,121,Action, Comedy, Romance,6.0,13331,Vincent Kok,Jackie Chan,Shu Qi,Tony Leung Chiu-wai,Emil Chau
189,Pokémon the Movie 2000,1999,99,Animation, Action, Adventure,6.0,22881,Kunihiko Yuyama,Michael Haigney,Veronica Taylor,Rica Matsumoto,Ikue Ôtani
190,Pushing Tin,1999,124,Comedy, Drama, Romance,6.0,29873,Mike Newell,John Cusack,Billy Bob Thornton,Cate Blanchett,Angelina Jolie
191,Godzilla 2000: Millennium,1999,99,Action, Adventure, Drama,6.0,8602,Takao Okawara,Takehiro Murata,Hiroshi Abe,Naomi Nishida,Mayu Suzuki
192,The Corruptor,1999,110,Action, Crime, Thriller,6.0,18737,James Foley,Chow Yun-Fat,Mark Wahlberg,Ric Young,Paul Ben-Victor
193,She's All That,1999,95,Comedy, Romance,,5.9,98951,Robert Iscove,Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard,Paul Walker
194,Deep Blue Sea,1999,105,Action, Adventure, Sci-Fi,5.9,136760,Renny Harlin,Thomas Jane,Saffron Burrows,Samuel L. Jackson,Jacqueline McKenzie
195,Holy Smoke,1999,115,Comedy, Drama,,5.9,15213,Jane Campion,Kate Winslet,Harvey Keitel,Julie Hamilton,Sophie Lee
196,Asterix and Obelix vs. Caesar,1999,109,Adventure, Comedy, Family,5.9,43546,Claude Zidi,Christian Clavier,Gérard Depardieu,Roberto Benigni,Michel Galabru
197,200 Cigarettes,1999,101,Comedy, Drama, Romance,5.9,15899,Risa Bramon Garcia,Ben Affleck,Casey Affleck,Dave Chappelle,Guillermo Diaz
198,The Story of Us,1999,95,Comedy, Drama, Romance,5.9,24382,Rob Reiner,Bruce Willis,Michelle Pfeiffer,Colleen Rennison,Jake Sandvig
199,Mickey Blue Eyes,1999,102,Comedy, Crime, Romance,5.9,37458,Kelly Makin,Carl Gottlieb,Hugh Grant,Jeanne Tripplehorn,James Caan
200,At First Sight,1999,128,Drama, Romance,,5.9,13986,Irwin Winkler,Val Kilmer,Mira Sorvino,Kelly McGillis,Steven Weber
201,Ring 2,1999,95,Horror, Mystery, Sci-Fi,5.9,14067,Hideo Nakata,Miki Nakatani,Hitomi Satô,Kyôko Fukada,Fumiyo Kohinata
